,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date,nace_main_section,nace_core_code,NACE_prim,NACE_sec,revenue_per_employees,CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE.1,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
CYC314,2009-12-31,2009,C1,12,248973000.0,,707.0,,,,65598000.0,863000.0,84214000.0,17753000.0,102725000.0,186939000.0,92246000.0,10479000.0,,,247575000.0,1398000.0,-5679000.0,,1.08,5.03,5.3,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,352154.17256011313,SA.35888,"2013/C, 2013/NN",Rescue aid for Cyprus Airways (Public) Ltd,,Cyprus,H.51.1 - Passenger air transport,SA.35888,"Other, Other forms of equity intervention, Soft loan",Ad Hoc Case,,,13-12-12,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,09-01-15,"JOCE C/152/2013, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.37220, SA.37220",2,,,
CYC314,2008-12-31,2008,C1,12,311449000.0,,707.0,,,,81817000.0,605000.0,96625000.0,14203000.0,121520000.0,218145000.0,114480000.0,7040000.0,,,300031000.0,11418000.0,1983000.0,,1.03,6.36,6.79,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,440521.92362093355,C10/2006,"C10/2006, N555/2005",Restructuring to CYPRUS AIRWAYS,CYPRUS AIRWAYS,Cyprus,H.51 - Air transport,C10/2006,Guarantee,Scheme,,,10-11-05,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,07-03-07,"JOCE C/113/2006, JOCE L/49/2008",,2,,,
CYC314,2008-12-31,2008,C1,12,311449000.0,,707.0,,,,81817000.0,605000.0,96625000.0,14203000.0,121520000.0,218145000.0,114480000.0,7040000.0,,,300031000.0,11418000.0,1983000.0,,1.03,6.36,6.79,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,440521.92362093355,SA.37220,"2013/NN, 2014/C",Restructuring aid for Cyprus Airways (Public) Ltd,Cyprus Airways (Public) Ltd,Cyprus,H.51 - Air transport,SA.37220,Other forms of equity intervention,Ad Hoc Case,,,22-07-13,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,09-01-15,"JOCE C/117/2014, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.35888, SA.35888, SA.38225, SA.38225",2,,,
CYC314,2008-12-31,2008,C1,12,311449000.0,,707.0,,,,81817000.0,605000.0,96625000.0,14203000.0,121520000.0,218145000.0,114480000.0,7040000.0,,,300031000.0,11418000.0,1983000.0,,1.03,6.36,6.79,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,440521.92362093355,SA.35888,"2013/C, 2013/NN",Rescue aid for Cyprus Airways (Public) Ltd,,Cyprus,H.51.1 - Passenger air transport,SA.35888,"Other, Other forms of equity intervention, Soft loan",Ad Hoc Case,,,13-12-12,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,09-01-15,"JOCE C/152/2013, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.37220, SA.37220",2,,,
CYC314,2011-12-31,2011,C1,12,212953000.0,212886000.0,1224.0,,7140000.0,62171000.0,34370000.0,1333000.0,52651000.0,16948000.0,89210000.0,141861000.0,109612000.0,-20402000.0,46906000.0,32567691.0,204760000.0,8193000.0,-42410000.0,-35270000.0,0.8,-11.26,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,173981.2091503268,C10/2006,"C10/2006, N555/2005",Restructuring to CYPRUS AIRWAYS,CYPRUS AIRWAYS,Cyprus,H.51 - Air transport,C10/2006,Guarantee,Scheme,,,10-11-05,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,07-03-07,"JOCE C/113/2006, JOCE L/49/2008",,2,,,
CYC314,2011-12-31,2011,C1,12,212953000.0,212886000.0,1224.0,,7140000.0,62171000.0,34370000.0,1333000.0,52651000.0,16948000.0,89210000.0,141861000.0,109612000.0,-20402000.0,46906000.0,32567691.0,204760000.0,8193000.0,-42410000.0,-35270000.0,0.8,-11.26,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,173981.2091503268,SA.37220,"2013/NN, 2014/C",Restructuring aid for Cyprus Airways (Public) Ltd,Cyprus Airways (Public) Ltd,Cyprus,H.51 - Air transport,SA.37220,Other forms of equity intervention,Ad Hoc Case,,,22-07-13,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,09-01-15,"JOCE C/117/2014, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.35888, SA.35888, SA.38225, SA.38225",2,,,
CYC314,2011-12-31,2011,C1,12,212953000.0,212886000.0,1224.0,,7140000.0,62171000.0,34370000.0,1333000.0,52651000.0,16948000.0,89210000.0,141861000.0,109612000.0,-20402000.0,46906000.0,32567691.0,204760000.0,8193000.0,-42410000.0,-35270000.0,0.8,-11.26,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,173981.2091503268,SA.35888,"2013/C, 2013/NN",Rescue aid for Cyprus Airways (Public) Ltd,,Cyprus,H.51.1 - Passenger air transport,SA.35888,"Other, Other forms of equity intervention, Soft loan",Ad Hoc Case,,,13-12-12,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,09-01-15,"JOCE C/152/2013, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.37220, SA.37220",2,,,
CYC314,2012-12-31,2012,C1,12,175541000.0,175541000.0,1224.0,,,,,,,,,,,,,,215622000.0,-40081000.0,-49353000.0,,,,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,143415.8496732026,C10/2006,"C10/2006, N555/2005",Restructuring to CYPRUS AIRWAYS,CYPRUS AIRWAYS,Cyprus,H.51 - Air transport,C10/2006,Guarantee,Scheme,,,10-11-05,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,07-03-07,"JOCE C/113/2006, JOCE L/49/2008",,2,,,
CYC314,2012-12-31,2012,C1,12,175541000.0,175541000.0,1224.0,,,,,,,,,,,,,,215622000.0,-40081000.0,-49353000.0,,,,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,143415.8496732026,SA.37220,"2013/NN, 2014/C",Restructuring aid for Cyprus Airways (Public) Ltd,Cyprus Airways (Public) Ltd,Cyprus,H.51 - Air transport,SA.37220,Other forms of equity intervention,Ad Hoc Case,,,22-07-13,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,09-01-15,"JOCE C/117/2014, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.35888, SA.35888, SA.38225, SA.38225",2,,,
CYC314,2012-12-31,2012,C1,12,175541000.0,175541000.0,1224.0,,,,,,,,,,,,,,215622000.0,-40081000.0,-49353000.0,,,,,Cyprus Airways Public Limited,Cyprus,CY,C,In liquidation,2016-09-30,Public limited companies,Corporate,Very large company,Delisted,,,H - Transportation and storage,5110.0,5110.0,,143415.8496732026,SA.35888,"2013/C, 2013/NN",Rescue aid for Cyprus Airways (Public) Ltd,,Cyprus,H.51.1 - Passenger air transport,SA.35888,"Other, Other forms of equity intervention, Soft loan",Ad Hoc Case,,,13-12-12,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,09-01-15,"JOCE C/152/2013, JOCE L/179/2015","C10/2006, C10/2006, SA.32523, SA.32523, SA.37220, SA.37220",2,,,
CZ00555568,2012-12-31,2012,LF,12,3978.0,,,,,,,,,,,,,,,,,,,,,,,"Ekoagrobanka, a.s. v likvidaci",Czech Republic,CZ,,Active,,Public limited companies,Financial company,Small company,Unlisted,Historical record,2017-12-01,K - Financial and insurance activities,6419.0,6419.0,,,SA.15409,2003/N,Ekoagrobanka,Ekoagrobanka,Czech Republic,"K.64 - Financial service activities, except insurance and pension funding",SA.15409,Other,Ad Hoc Case,,,23-12-03,Corrigendum,Corrigendum,"Rescuing firms in difficulty, Restructuring firms in difficulty",03-03-04,JOCE C/115/2004,,2,,,
CZ00555568,2013-12-31,2013,LF,12,3645.0,,,,,,,,,,,,,,,,,,,,,,,"Ekoagrobanka, a.s. v likvidaci",Czech Republic,CZ,,Active,,Public limited companies,Financial company,Small company,Unlisted,Historical record,2017-12-01,K - Financial and insurance activities,6419.0,6419.0,,,SA.15409,2003/N,Ekoagrobanka,Ekoagrobanka,Czech Republic,"K.64 - Financial service activities, except insurance and pension funding",SA.15409,Other,Ad Hoc Case,,,23-12-03,Corrigendum,Corrigendum,"Rescuing firms in difficulty, Restructuring firms in difficulty",03-03-04,JOCE C/115/2004,,2,,,
CZ00555568,2014-12-31,2014,LF,12,3607.0,,,,,,,,,,,,,,,,,,,,,,,"Ekoagrobanka, a.s. v likvidaci",Czech Republic,CZ,,Active,,Public limited companies,Financial company,Small company,Unlisted,Historical record,2017-12-01,K - Financial and insurance activities,6419.0,6419.0,,,SA.15409,2003/N,Ekoagrobanka,Ekoagrobanka,Czech Republic,"K.64 - Financial service activities, except insurance and pension funding",SA.15409,Other,Ad Hoc Case,,,23-12-03,Corrigendum,Corrigendum,"Rescuing firms in difficulty, Restructuring firms in difficulty",03-03-04,JOCE C/115/2004,,2,,,
CZ04795784,2016-01-01,2016,LF,12,,,,,,,,,,,,,,,,,,,,,,,,"GO Steel Frydek Mistek, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,Historical record,2018-01-01,F - Construction,4310.0,4310.0,4610.0,,N600/2004,N600/2004,Approval of capacity reductions for VPFM,GO Steel Stydek Mistek,Czech Republic,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,N600/2004,Direct grant,Ad Hoc Case,,,03-12-04,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,02-03-05,JOCE C/176/2005,,1,Acquisition 75%,Stalprodukt SA,19.12.2019
CZ04795784,2017-01-01,2017,LF,12,,,,,,,,,,,,,,,,,,,,,,,,"GO Steel Frydek Mistek, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,Historical record,2018-01-01,F - Construction,4310.0,4310.0,4610.0,,N600/2004,N600/2004,Approval of capacity reductions for VPFM,GO Steel Stydek Mistek,Czech Republic,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,N600/2004,Direct grant,Ad Hoc Case,,,03-12-04,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,02-03-05,JOCE C/176/2005,,1,Acquisition 75%,Stalprodukt SA,19.12.2019
CZ45795908,2010-12-31,2010,U1,12,815601792.0,661678112.0,4500.0,160511035.0,18734944.0,120230892.0,67224617.0,11456913.0,116199128.0,37517597.0,148392686.0,264591813.0,175419216.0,-27026530.0,144791387.0,,,,-14019843.0,4715100.0,0.84,32.46,48.05,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,181244.84266666666,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2014-12-31,2014,U1,12,351254829.0,343843629.0,1250.0,94201398.0,1387343.0,42514253.0,29904259.0,891433.0,31486965.0,691273.0,48007138.0,79494103.0,73096655.0,-25089517.0,21130245.0,,,,-21578721.0,-20191378.0,0.66,6.87,7.38,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,281003.8632,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2015-12-31,2015,U1,12,318400659.0,298125950.0,1250.0,65323556.0,1881899.0,26019757.0,30360855.0,3298948.0,34511616.0,851813.0,68631459.0,103143075.0,69639418.0,-1007960.0,36169619.0,,,,11425120.0,13307020.0,0.99,32.45,48.03,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,254720.5272,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2016-12-31,2016,U1,12,299656387.0,295094752.0,1250.0,46451502.0,954079.0,27698453.0,33011695.0,3285385.0,37135937.0,838857.0,86518943.0,123654880.0,66547921.0,19971022.0,,,,,10555886.0,11509966.0,1.3,45.53,83.58,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,239725.1096,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2012-12-31,2012,U1,12,610235953.0,543549188.0,1750.0,152518944.0,13049156.0,61105441.0,35155809.0,3176464.0,122808548.0,84476275.0,74018208.0,196826755.0,121307464.0,-47289256.0,108328869.0,,,,30298158.0,43347314.0,0.61,37.28,59.43,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,348706.2588571429,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2013-12-31,2013,U1,12,391364679.0,371591766.0,1750.0,112241717.0,4328539.0,48390252.0,30812534.0,1879951.0,33341492.0,649006.0,79732933.0,113074424.0,90094535.0,-10361602.0,19091614.0,,,,-36210296.0,-31881757.0,0.89,19.12,23.64,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,223636.95942857143,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2011-12-31,2011,U1,12,594153817.0,543289419.0,1750.0,160968308.0,9754397.0,84847522.0,48643499.0,6487350.0,87530818.0,32399969.0,118908979.0,206439797.0,140671618.0,-21762638.0,85602628.0,,,,-44947233.0,-35192836.0,0.85,30.78,44.47,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,339516.46685714286,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2007-12-31,2007,U1,12,949783100.0,902262961.0,7500.0,218643214.0,18288847.0,179801480.0,201741228.0,11002152.0,225422030.0,12678650.0,156413734.0,381835764.0,247910578.0,-91496844.0,204926710.0,,,,17258396.0,35547244.0,0.55,34.46,52.57,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,126637.74666666667,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2008-12-31,2008,U1,12,949947160.0,860821639.0,7500.0,244986684.0,17368230.0,178241498.0,153688365.0,14653310.0,169173986.0,832311.0,217802051.0,386976038.0,297390180.0,-79588129.0,215167878.0,,,,25852503.0,43220733.0,0.67,19.98,24.96,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,126659.62133333333,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
CZ45795908,2009-12-31,2009,U1,12,809809515.0,768246755.0,7500.0,233361674.0,17260833.0,184327716.0,132609764.0,14988390.0,148514675.0,916520.0,151874078.0,300388753.0,306055859.0,-154181781.0,65193320.0,,,,-133772988.0,-116512155.0,0.45,-3.49,,"Ceske aerolinie, a.s.",Czech Republic,CZ,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,5110.0,5110.0,,107974.602,SA.30908,"2011/C, N176/2010",CSA - Czech Airlines - Restructuring plan,Czech Airlines,Czech Republic,H.51 - Air transport,SA.30908,Other forms of equity intervention,Ad Hoc Case,30-06-2010,,12-05-10,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-09-12,"JOCE C/182/2011, JOCE L/92/2013",,1,Acquisition 97.3%,Travel Service,10/2017
DE2010000524,2009-12-31,2009,U2,12,1632415.0,,,,2966.0,,,6921.0,60653618.0,60646697.0,3925197.0,64578815.0,588887.0,3336310.0,2167604.0,,,,777672.0,780638.0,6.67,63.21,,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2013-12-31,2013,U2,12,635844.0,,,,,11027.0,2054858.0,64202.0,14086163.0,11967103.0,38824595.0,52910757.0,36526156.0,2298439.0,-3101175.0,,,,-107434.0,-107434.0,0.78,16.24,19.39,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2011-12-31,2011,U2,12,527004.0,,,,2966.0,,,989.0,60570993.0,60570004.0,4067877.0,64638870.0,32810477.0,-28742600.0,-7805025.0,,,,-188516.0,-185550.0,0.12,49.02,96.16,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2014-12-31,2014,U2,12,30861520.0,22447511.0,88.0,12772042.0,258736.0,5149616.0,1090410.0,6792.0,11423271.0,10326070.0,8428452.0,19851723.0,10486454.0,-2058002.0,3808503.0,,,,-2628778.0,-2370043.0,0.75,32.62,48.4,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,350699.0909090909,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2015-12-31,2015,U2,12,23754125.0,13146242.0,103.0,9091262.0,254608.0,5319020.0,1126092.0,13877.0,196529463.0,195389494.0,56890111.0,253419574.0,13687759.0,43202352.0,4265831.0,,,,-2570632.0,-2316024.0,4.1,93.12,,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,230622.572815534,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2016-12-31,2016,U2,12,19011438.0,18374893.0,87.0,5810425.0,382174.0,4921556.0,50098822.0,130956.0,259619273.0,209389494.0,15556213.0,275175486.0,22453495.0,-6897282.0,10473165.0,,,,-3137518.0,-2755344.0,0.66,87.24,,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,218522.27586206896,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
DE2010000524,2017-12-31,2017,U2,12,23871529.0,17355305.0,84.0,5011752.0,2337104.0,4717377.0,46683383.0,88584.0,255586396.0,208814428.0,25119557.0,280705953.0,25640458.0,-520900.0,15994570.0,,,,1560588.0,3897693.0,0.94,88.15,,Pelikan Group GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Delisted,,,C - Manufacturing,1712.0,1712.0,1723.0,284184.86904761905,C16/2003,"C16/2003, NN89/2002",Bürgschaften des Landes Berlin für die Herlitz AG,Bürgschaften des Landes Berlin für die Herlitz AG,Germany,C - Manufacturing,C16/2003,"Debt write-off, Other forms of equity intervention",Ad Hoc Case,,,19-02-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",30-06-04,"JOCE C/100/2003, JOCE L/324/2005",,1,Acquisition 65%,Pelikan,11/2009
