BVDID,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date
DE2350165695,2014-12-31,2014,U1,12,149968317.0,224690667.0,353.0,38886673.0,390368.0,25065715.0,1448672.0,220034.0,3477190.0,1808484.0,45676070.0,49153259.0,9116351.0,36559718.0,33270245.0,,,,7770752.0,8161120.0,4.85,34.36,52.35,Lloyd Werft Bremerhaven GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE2350165695,2013-12-31,2013,U1,12,117904451.0,39639511.0,343.0,49786964.0,366532.0,20217377.0,1150388.0,253644.0,1404032.0,,38124664.0,39528697.0,15929379.0,22195285.0,22267079.0,,,,1148176.0,1514709.0,1.77,30.53,43.95,Lloyd Werft Bremerhaven GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2017-01-01,2017,LF,12,,,430.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2016-01-01,2016,LF,12,,,430.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2015-01-01,2015,LF,12,,,430.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2014-01-01,2014,LF,12,,,400.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2013-01-01,2013,LF,12,101748867.0,,384.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030125113,2012-01-01,2012,LF,12,93852770.0,,365.0,,,,,,,,,,,,,,,,,,,,,Starrag GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3030172844,2016-12-31,2016,U1,12,2400000.0,2400000.0,46.0,,,,1769628.0,13597.0,1783225.0,,717962.0,2501187.0,291783.0,426178.0,,,,,,,1.92,65.79,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2015-12-31,2015,U1,12,2522000.0,2522000.0,46.0,,,,1326264.0,4995.0,1331259.0,,662707.0,1993967.0,,662707.0,,,,,,,,74.45,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2014-12-31,2014,U1,12,2400000.0,2400000.0,46.0,,,,1537548.0,7213.0,1544761.0,,611294.0,2156055.0,,611294.0,,,,,,,,67.82,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2013-12-31,2013,U1,12,2400000.0,2400000.0,46.0,,,,1763385.0,9505.0,1772890.0,,532665.0,2305555.0,,532665.0,,,,,,,,61.84,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2012-12-31,2012,U1,12,2430000.0,2430000.0,48.0,,,,1974460.0,1000.0,1975460.0,,682398.0,2657858.0,383959.0,298439.0,,,,,,,1.57,57.83,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2011-12-31,2011,U1,12,2861169.0,2861169.0,,,,,1871111.0,1919.0,1873030.0,,596043.0,2469073.0,337207.0,258836.0,,,,,,,1.19,54.94,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2010-12-31,2010,U1,12,,,,,,,1890538.0,187.0,1890725.0,,605336.0,2496061.0,318795.0,286540.0,,,,,,,1.63,48.06,92.53,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2009-12-31,2009,U1,12,,,,,,,2070436.0,2475.0,2072911.0,,348676.0,2421587.0,212546.0,136129.0,,,,,,,1.52,41.46,70.82,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2008-12-31,2008,U1,12,,,,,,,1489607.0,4871.0,1494478.0,,603638.0,2098116.0,552362.0,51276.0,,,,,,,0.92,43.62,77.36,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3030172844,2007-12-31,2007,U1,12,,,,,,,660247.0,446.0,660693.0,,486116.0,1146809.0,146617.0,339500.0,,,,,,,2.81,51.46,,HOMATEC Industrietechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3050081184,2007-01-01,2007,LF,12,,,1.0,,,,,,,,,,,,,,,,,,,,,Sekundaerrohstoff-Verwertungszentrum Schwarze Pumpe GmbH,Germany,DE,C,Active (insolvency proceedings),,Private limited companies,Corporate,Small company,Unlisted,,
DE3050286351,2017-01-01,2017,LF,12,277000.0,,3.0,,,,,,,,,,,,,,,,,,,,,ELPRO GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,
DE3050286351,2016-01-01,2016,LF,12,242781.0,,2.0,,,,,,,,,,,,,,,,,,,,,ELPRO GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,
DE3050286351,2015-01-01,2015,LF,12,152822.0,,1.0,,,,,,,,,,,,,,,,,,,,,ELPRO GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,
DE3070077741,2014-12-31,2014,C2,12,68922000.0,61063000.0,373.0,20002000.0,4260000.0,26980000.0,7231000.0,7050000.0,25779000.0,11498000.0,32300000.0,58079000.0,8200000.0,24100000.0,31857000.0,,,,34000.0,4294000.0,1.72,62.83,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2013-12-31,2013,C2,12,64826000.0,59510000.0,351.0,17578000.0,5434000.0,24512000.0,6580000.0,7098000.0,24945000.0,11267000.0,34704000.0,59649000.0,9818000.0,24886000.0,30135000.0,,,,-395000.0,5039000.0,1.86,67.84,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2012-12-31,2012,C2,12,65483000.0,61152000.0,322.0,17221000.0,3876000.0,24319000.0,6104000.0,8403000.0,25250000.0,10743000.0,33174000.0,58424000.0,5576000.0,27598000.0,30896000.0,,,,2062000.0,5938000.0,3.2,79.06,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2011-12-31,2011,C2,12,72488000.0,64176000.0,293.0,24186000.0,3057000.0,20986000.0,5488000.0,8461000.0,24245000.0,10296000.0,35969000.0,60214000.0,31899000.0,4070000.0,31051000.0,,,,5394000.0,8451000.0,0.61,38.08,61.51,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2010-12-31,2010,C2,12,61296000.0,55117000.0,282.0,19000000.0,4191000.0,21413000.0,5393000.0,7424000.0,49590000.0,36773000.0,31869000.0,81459000.0,6230000.0,25639000.0,28860000.0,,,,1102000.0,5293000.0,2.84,57.37,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2009-12-31,2009,C2,12,45195000.0,43265000.0,285.0,12545000.0,5430000.0,17807000.0,5523000.0,8132000.0,48896000.0,35241000.0,30960000.0,79856000.0,5568000.0,25392000.0,21599000.0,,,,-4473000.0,957000.0,3.21,60.38,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2008-12-31,2008,C2,12,61753000.0,55872000.0,263.0,16208000.0,4463000.0,18890000.0,6695000.0,9184000.0,45396000.0,29517000.0,46621000.0,92017000.0,7661000.0,38960000.0,30417000.0,,,,4439000.0,8902000.0,3.91,61.32,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2007-12-31,2007,C2,12,68917000.0,60418000.0,253.0,18010000.0,5431000.0,21100000.0,6034000.0,7414000.0,40251000.0,26803000.0,50363000.0,90614000.0,9294000.0,41069000.0,35098000.0,,,,6036000.0,11467000.0,3.48,59.34,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2015-12-31,2015,U2,12,76684587.0,74318595.0,291.0,14927118.0,2972320.0,23120574.0,9348560.0,7779561.0,22009408.0,4881286.0,45830950.0,67840357.0,18925444.0,26905506.0,26941485.0,,,,4437184.0,7409504.0,1.44,56.0,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2014-12-31,2014,U2,12,66771098.0,61146845.0,283.0,17897889.0,2974422.0,21254068.0,7158205.0,9093288.0,32693950.0,16442457.0,27832344.0,60526294.0,8657957.0,19174387.0,23890009.0,,,,-869929.0,2104493.0,1.17,64.72,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2013-12-31,2013,U2,12,62717652.0,59509563.0,276.0,17573325.0,3192788.0,19401789.0,6589318.0,10431142.0,32848379.0,15827919.0,30019834.0,62868213.0,10085738.0,19934095.0,22069139.0,,,,-991237.0,2201551.0,1.37,69.95,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2012-12-31,2012,U2,12,63616488.0,61151752.0,262.0,17217669.0,3055294.0,19573843.0,6193012.0,11969508.0,33620778.0,15458258.0,27115894.0,60736672.0,5717173.0,21398722.0,23123170.0,,,,-97021.0,2958273.0,2.12,80.55,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2011-12-31,2011,U2,12,71108287.0,64175877.0,242.0,24185006.0,3132433.0,17878339.0,5728838.0,13498126.0,33924543.0,14697578.0,29605374.0,63529917.0,32024731.0,-2419357.0,26477018.0,,,,3658667.0,6791100.0,0.42,41.4,70.65,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2010-12-31,2010,U2,12,59506221.0,55116608.0,233.0,18998832.0,2958508.0,17986874.0,5772762.0,13924186.0,60580273.0,40883324.0,25709003.0,86289275.0,5649003.0,20060000.0,24283196.0,,,,614588.0,3573096.0,2.07,59.99,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2009-12-31,2009,U2,12,42684268.0,43239321.0,241.0,12298453.0,3115876.0,15349170.0,5909404.0,15073048.0,60123708.0,39141256.0,29442751.0,89566459.0,4996941.0,24445810.0,16613542.0,,,,-5142490.0,-2026614.0,3.3,64.59,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2008-12-31,2008,U2,12,57522133.0,55802579.0,230.0,16206066.0,4131317.0,16413900.0,7066062.0,16232529.0,56803948.0,33505357.0,40558662.0,97362610.0,7896443.0,32662219.0,20572778.0,,,,275461.0,4406779.0,3.01,63.14,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070077741,2007-12-31,2007,U2,12,67018292.0,55373882.0,,25774404.0,4420882.0,15526788.0,6211166.0,18437617.0,58820661.0,34171879.0,42564787.0,101385448.0,9665830.0,32898957.0,25161385.0,,,,2723218.0,7144100.0,2.53,62.84,,IDT Europe GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3070199029,2016-12-31,2016,U1,12,,,25.0,,,,102096.0,196412.0,298509.0,1.0,1909699.0,2208207.0,291761.0,1617938.0,,,,,,,4.27,62.77,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2015-12-31,2015,U1,12,,,25.0,,,,110458.0,205955.0,316414.0,1.0,2073694.0,2390108.0,495870.0,1577824.0,,,,,,,3.17,57.69,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2014-12-31,2014,U1,12,,,23.0,,,,97081.0,200022.0,297104.0,1.0,2335263.0,2632366.0,,2335263.0,,,,,,,,51.85,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2013-12-31,2013,U1,12,,,22.0,,,,122694.0,146168.0,268863.0,1.0,2187993.0,2456856.0,695366.0,1492627.0,,,,,,,2.47,53.02,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2012-12-31,2012,U1,12,,,28.0,,,,145188.0,13929.0,159118.0,1.0,2175546.0,2334664.0,269972.0,1905575.0,,,,,,,6.52,57.7,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2011-12-31,2011,U1,12,4148159.0,3908291.0,,1516003.0,45211.0,1385586.0,174084.0,9620.0,183705.0,1.0,2560712.0,2744416.0,461418.0,2099293.0,1639739.0,,,,312559.0,357770.0,4.72,54.76,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2010-12-31,2010,U1,12,3955341.0,3684460.0,,1187089.0,50457.0,1409322.0,189575.0,5292.0,194868.0,1.0,2295283.0,2490151.0,342405.0,1952878.0,1821394.0,,,,418403.0,468859.0,5.74,60.56,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2009-12-31,2009,U1,12,4624218.0,4780879.0,,1664624.0,68516.0,1487389.0,198382.0,12580.0,367822.0,156861.0,2048690.0,2416512.0,374921.0,1673768.0,2011321.0,,,,451142.0,519657.0,4.27,59.33,,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2008-12-31,2008,U1,12,6657103.0,6430011.0,25.0,2651708.0,53430.0,1646241.0,247594.0,15340.0,421164.0,158230.0,2427728.0,2848892.0,916095.0,1511633.0,2500999.0,,,,812710.0,866141.0,1.77,45.8,84.49,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3070199029,2007-12-31,2007,U1,12,5717631.0,5796949.0,29.0,1744665.0,64998.0,1493165.0,225228.0,12927.0,373735.0,135581.0,2751532.0,3125267.0,793427.0,1958105.0,2352801.0,,,,803532.0,868530.0,2.6,38.56,62.75,Mesacon Messelektronik GmbH Dresden,Germany,DE,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,
DE3110135145,2007-12-31,2007,U1,12,,,,,,,10455.0,167.0,10622.0,,280981.0,291603.0,276283.0,4698.0,,,,,,,0.26,4.23,4.41,Zeuro Produktions und Handels GmbH i.L.,Germany,DE,C,Dissolved,2014-02-01,Private limited companies,Corporate,Small company,Unlisted,,
DE3130103851,2016-12-31,2016,U1,12,134273916.0,132945702.0,115.0,39888000.0,5203461.0,8982000.0,59397684.0,25716.0,59423400.0,,72196910.0,131620309.0,16778641.0,55418268.0,45084888.0,,99940646.0,34333271.0,30897601.0,36101062.0,2.64,83.46,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2015-12-31,2015,U1,12,111350538.0,109059191.0,112.0,44932000.0,5693126.0,8459000.0,47321088.0,40141.0,47361229.0,,84299285.0,131660514.0,12179208.0,72120077.0,40280756.0,,80594262.0,30756276.0,26123748.0,31816873.0,4.64,88.82,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2014-12-31,2014,U1,12,114060587.0,111133471.0,109.0,41289000.0,5905815.0,7938000.0,44477929.0,57670.0,44535599.0,,100193214.0,144728813.0,22917375.0,77275839.0,46476658.0,,77217930.0,36842657.0,32611333.0,38517147.0,3.28,81.21,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2013-12-31,2013,U1,12,130653405.0,124320851.0,108.0,43547000.0,5851091.0,7565000.0,48513738.0,75199.0,48588937.0,,98983628.0,147572566.0,50082855.0,48900773.0,41087931.0,,96060552.0,34592854.0,27652539.0,33503630.0,1.31,62.84,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2012-12-31,2012,U1,12,73959384.0,70158015.0,102.0,27691000.0,5877127.0,6746000.0,50555534.0,49781.0,50605315.0,,90792472.0,141397787.0,9520261.0,81272211.0,28999544.0,,52791051.0,21168333.0,16321549.0,22198676.0,6.2,70.64,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2011-12-31,2011,U1,12,75382440.0,72963388.0,101.0,25258000.0,5994875.0,6402000.0,52942267.0,118293.0,53060560.0,,72907933.0,125968493.0,8995040.0,63912892.0,26011257.0,,58063246.0,17319193.0,13421400.0,19416275.0,4.57,68.41,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2010-12-31,2010,U1,12,57352912.0,53696135.0,101.0,25306000.0,8096642.0,6414000.0,56384314.0,195981.0,56580295.0,,57903836.0,114484131.0,9554007.0,48349829.0,16327896.0,,51644352.0,5708560.0,1650704.0,9747346.0,3.13,65.62,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2009-12-31,2009,U1,12,66204802.0,59618240.0,101.0,24741000.0,6758047.0,6230000.0,63280744.0,324750.0,63605494.0,,44721861.0,108327356.0,7165814.0,37556047.0,16857135.0,,59353330.0,6851472.0,3849732.0,10607779.0,3.58,65.48,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2008-12-31,2008,U1,12,77216764.0,74002181.0,99.0,37462000.0,4698748.0,6061000.0,66454376.0,96539.0,66550915.0,,50551194.0,117102109.0,15323930.0,35227264.0,20087918.0,,65452602.0,11764161.0,9100608.0,13799356.0,1.49,55.74,,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3130103851,2007-12-31,2007,U1,12,93907036.0,91870895.0,99.0,34492000.0,4608299.0,5685000.0,41324237.0,17337.0,41341574.0,,41223716.0,82565290.0,9871556.0,31352160.0,21040419.0,,78617139.0,15289897.0,10313981.0,14922280.0,2.02,42.67,74.44,CRI Catalyst Leuna GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Very large company,Unlisted,,
DE3150068175,2015-12-31,2015,C2,12,42282129.0,41453143.0,308.0,16062731.0,2196943.0,13748769.0,10366018.0,1867452.0,12233526.0,56.0,14290492.0,26524017.0,8569920.0,5720572.0,17297687.0,,,,1349717.0,3546660.0,0.94,39.99,66.63,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2014-12-31,2014,C2,12,38841790.0,38195453.0,298.0,14284951.0,2226408.0,12658692.0,9502341.0,2267301.0,11769701.0,60.0,14422300.0,26192002.0,8423714.0,5998586.0,16071231.0,,,,1180084.0,3406491.0,1.02,38.35,62.21,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2016-12-31,2016,U2,12,45171827.0,43477795.0,284.0,17669269.0,2072326.0,13544947.0,17484025.0,1290245.0,18962935.0,188665.0,16822693.0,35785628.0,10454139.0,6368555.0,17756209.0,,,,2133571.0,4205897.0,0.93,37.86,60.92,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2015-12-31,2015,U2,12,41545101.0,40751392.0,287.0,15841600.0,2182991.0,12771450.0,10339683.0,1867220.0,12395568.0,188665.0,14456423.0,26851991.0,8451034.0,6005390.0,16316786.0,,,,1352508.0,3535499.0,1.01,41.29,70.34,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2014-12-31,2014,U2,12,38322880.0,37795402.0,279.0,14205583.0,1947814.0,11914430.0,9471880.0,2267301.0,11937537.0,198357.0,14498078.0,26435615.0,8275157.0,6222921.0,15308429.0,,,,1436191.0,3384005.0,1.09,39.47,65.22,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2013-12-31,2013,U2,12,39532056.0,39331990.0,264.0,14857715.0,1815465.0,10883080.0,9236927.0,1890694.0,11319434.0,191814.0,13273295.0,24592730.0,6639030.0,6634265.0,15380698.0,,,,2660560.0,4476025.0,1.13,40.88,69.15,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2012-12-31,2012,U2,12,,,245.0,,1913054.0,10131642.0,9772984.0,976598.0,11099212.0,349630.0,12431785.0,23530997.0,,12431785.0,13858171.0,,,,1931538.0,3844593.0,,37.77,60.69,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2011-12-31,2011,U2,12,,,244.0,,1862371.0,9399763.0,10796353.0,759437.0,11924767.0,368976.0,13496666.0,25421432.0,,13496666.0,12178931.0,,,,898913.0,2761284.0,,33.25,49.81,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2010-12-31,2010,U2,12,,,224.0,,1419835.0,9128077.0,11155108.0,656089.0,12125712.0,314514.0,13376161.0,25501872.0,,13376161.0,13458946.0,,,,3987903.0,5407739.0,,29.44,41.73,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2009-12-31,2009,U2,12,,,,,1188522.0,8160374.0,7577233.0,640470.0,9419550.0,1201847.0,10314387.0,19733937.0,,10314387.0,10410220.0,,,,1094004.0,2282526.0,,29.52,41.88,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2008-12-31,2008,U2,12,,,,,1033293.0,7931996.0,5797456.0,521518.0,7178415.0,859441.0,10101139.0,17279554.0,,10101139.0,10319277.0,,,,1465894.0,2499187.0,,30.57,44.02,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150068175,2007-12-31,2007,U2,12,,,177.0,,864585.0,7097872.0,5086445.0,317351.0,5810555.0,406759.0,9479536.0,15290091.0,5184408.0,4295128.0,9495181.0,,,,1476183.0,2340768.0,1.04,30.29,43.45,Bell Flavors & Fragrances GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2015-12-31,2015,U1,12,40018189.0,73720979.0,68.0,17534899.0,596130.0,3912818.0,2827058.0,77002.0,2904060.0,,24827613.0,27731674.0,10267010.0,14560603.0,14380520.0,,,,9522252.0,10118382.0,2.42,46.2,85.87,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2014-12-31,2014,U1,12,77498304.0,48083537.0,72.0,54828201.0,572800.0,4139504.0,3169718.0,35060.0,3204778.0,,29927477.0,33132256.0,21103129.0,8824348.0,11083316.0,,,,5650543.0,6223343.0,1.42,29.96,42.78,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2013-11-30,2013,U1,12,54190912.0,40399797.0,74.0,35289513.0,473405.0,4015082.0,2971551.0,39351.0,3010902.0,,38280061.0,41290963.0,31286703.0,6993358.0,11352597.0,,,,6635610.0,7109015.0,1.22,20.59,25.93,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2012-11-30,2012,U1,12,41555611.0,41905884.0,76.0,24625677.0,467036.0,4039353.0,2768581.0,42105.0,2810686.0,,21872029.0,24682715.0,14734911.0,7137118.0,10632153.0,,,,5720314.0,6187349.0,1.48,31.53,46.06,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2011-11-30,2011,U1,12,35224970.0,30551535.0,71.0,22971577.0,424593.0,3731438.0,2812452.0,58049.0,2870501.0,,18618975.0,21489476.0,,18618975.0,7684113.0,,,,3334923.0,3759516.0,,41.16,69.95,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2010-11-30,2010,U1,12,,,67.0,,470431.0,3558501.0,2241440.0,58514.0,2299954.0,,12765108.0,15065062.0,2286344.0,10478764.0,11735043.0,,,,7530517.0,8000948.0,4.88,75.89,,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2009-11-30,2009,U1,12,,,64.0,,504460.0,3298225.0,2602384.0,64257.0,2666641.0,,37916999.0,40583640.0,30133950.0,7783049.0,8703666.0,,,,4448600.0,4953061.0,0.53,22.4,28.87,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2008-11-30,2008,U1,12,30883629.0,25107637.0,58.0,19436082.0,480820.0,3007535.0,2769445.0,66466.0,2835911.0,,40453238.0,43289149.0,34216487.0,6236751.0,7604157.0,,,,3567479.0,4048300.0,0.52,17.52,21.24,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150188687,2007-11-30,2007,U1,12,24423049.0,21440058.0,52.0,16781384.0,458059.0,2421766.0,2108676.0,79894.0,2188570.0,,31938471.0,34127041.0,27567879.0,4370592.0,4552132.0,,,,1304226.0,1762285.0,0.52,15.6,18.48,EBAWE Anlagentechnik GmbH,Germany,DE,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,
DE3150325299,2007-03-31,2007,U1,12,41206289.0,39173890.0,327.0,18305107.0,1196440.0,11149748.0,14424434.0,2852564.0,17376998.0,100000.0,6567366.0,23944364.0,10390047.0,-3822680.0,13662093.0,,,,1315803.0,2512243.0,0.31,6.98,7.5,Delitzscher Schokoladen GmbH,Germany,DE,C,Active (default of payment),,Private limited companies,Corporate,Large company,Unlisted,,
